Date,Time,Vendor Name,Invoice No,Amount,Department,Description
28-06-2025,6:08:14,"Moss, Hale and Cardenas",INV-103,4177.6,Finance,Software purchase
27-05-2025,13:17:37,Marks Ltd,INV-192,1929.59,HR, 
22-04-2025,21:43:27,"Russo, Fitzgerald and Guzman",INV-104,2592.39,Finance,Training
19-05-2025,10:30:33,Dunn-Harris,INV-130,1999.4,IT,License renewal
05-06-2025,19:50:55,"Salinas, Aguirre and Wilson",INV-170,3291.25,Operations,Office supplies
22-05-2025,2:48:30,"Moss, Hale and Cardenas",INV-116,100000,Marketing,Equipment
26-04-2025,0:45:37,Combs-Fitzpatrick,INV-120,719.23,Marketing,Maintenance
08-04-2025,17:40:49,"Jefferson, Gallagher and Tucker",INV-123,2936.37,IT,Training
02-06-2025,11:56:54,Lucas-Smith,INV-113,50000,IT,Consulting fee
27-05-2025,22:43:53,"Young, Murphy and Melton",INV-139,2552.59,Operations,Software purchase
17-05-2025,9:00:39,Young Inc,INV-151,1550.61,IT,Equipment
16-06-2025,14:19:25,"Salinas, Aguirre and Wilson",INV-118,2764.83,Finance,Software purchase
30-06-2025,18:02:31,Young Inc,INV-194,4556.41,IT,Consulting fee
26-05-2025,23:26:34,Marks Ltd,INV-112,4234.32,Finance,Travel expenses
11-05-2025,5:45:01,White Inc,INV-153,2589.79,HR,Equipment
28-05-2025,21:54:33,Gonzalez-Santiago,INV-103,502.13,IT,Equipment
19-05-2025,3:28:13,Hobbs Inc,INV-152,4928.56,IT,Utility bill
19-06-2025,20:54:15,Marks Ltd,INV-187,2081.5,Finance,Utility bill
23-06-2025,11:31:10,"Friedman, Adkins and Lee",INV-194,3993.34,HR,Equipment
16-04-2025,4:58:54,Murray Inc,INV-137,3367.62,Finance,License renewal
17-06-2025,23:52:34,White Inc,INV-141,1220.61,HR,Training
29-06-2025,15:23:26,Marks Ltd,INV-128,3458.16,HR,Consulting fee
22-04-2025,1:31:48,"Hunter, Garcia and Acevedo",INV-149,3284.95,IT,Maintenance
08-05-2025,22:10:34,Combs-Fitzpatrick,INV-198,4743.19,HR,Travel expenses
16-05-2025,8:00:23,Lucas-Smith,INV-154,4932.09,Finance,Training
27-04-2025,22:43:04,Murray Inc,INV-179,3100.9,Operations,Maintenance
17-04-2025,20:57:57,Marks Ltd,INV-101,468.25,Marketing,License renewal
22-05-2025,6:54:35,Smith-Lyons,INV-147,3539.24,Marketing,
06-05-2025,4:26:45,Combs-Fitzpatrick,INV-174,6128.09,Marketing,Equipment
18-05-2025,14:37:55,"Walters, Newton and Patterson",INV-134,1693.52,Finance,Maintenance
01-05-2025,13:07:05,"Friedman, Adkins and Lee",INV-107,3629.75,Marketing, 
05-04-2025,16:45:38,"Jefferson, Gallagher and Tucker",INV-175,1440.27,HR,Office supplies
07-06-2025,19:06:22,Gonzalez-Santiago,INV-120,2113.58,IT,Maintenance
30-05-2025,1:40:05,Murray Inc,INV-198,4715.5,Operations,Training
19-04-2025,23:55:25,Marks Ltd,INV-156,5245.31,Marketing,Software purchase
09-04-2025,12:50:32,"Salinas, Aguirre and Wilson",INV-189,1286.98,Operations,License renewal
01-07-2025,20:12:49,Smith-Lyons,INV-118,2051.34,HR,Consulting fee
13-04-2025,13:05:44,"Salinas, Aguirre and Wilson",INV-170,1474.98,Operations,License renewal
26-06-2025,5:34:15,Lucas-Smith,INV-154,1128.79,HR,Office supplies
11-06-2025,12:15:15,Smith-Lyons,INV-128,3165.13,HR,Training
10-05-2025,11:42:33,"Friedman, Adkins and Lee",INV-151,5271.1,HR,Office supplies
07-04-2025,5:12:02,Dunn-Harris,INV-164,5277.54,Marketing,Consulting fee
01-07-2025,15:40:45,"Russo, Fitzgerald and Guzman",INV-198,3638.72,Finance,Travel expenses
10-06-2025,19:13:13,Lucas-Smith,INV-195,3246.66,Marketing,Travel expenses
11-04-2025,15:15:24,Smith-Lyons,INV-112,2437.15,Operations,Travel expenses
31-05-2025,12:11:55,Marks Ltd,INV-128,3272.47,Finance,Equipment
28-05-2025,15:23:59,Marks Ltd,INV-134,2579.55,IT, 
15-05-2025,15:10:31,Young Inc,INV-124,544.73,Marketing,Training
07-06-2025,5:24:35,Hobbs Inc,INV-168,4320.31,HR,Maintenance
18-05-2025,2:21:32,"Walters, Newton and Patterson",INV-177,6060.44,HR,Software purchase
06-06-2025,21:12:33,"Friedman, Adkins and Lee",INV-121,1103.16,Operations, 
30-05-2025,21:09:08,"Salinas, Aguirre and Wilson",INV-132,100000,IT,Maintenance
20-04-2025,9:17:47,Young Inc,INV-130,6595.16,IT,Travel expenses
01-07-2025,8:02:14,"Walters, Newton and Patterson",INV-130,3075.98,Operations,Travel expenses
22-04-2025,7:08:25,"Friedman, Adkins and Lee",INV-198,100000,Finance,Travel expenses
06-04-2025,15:26:27,Gonzalez-Santiago,INV-166,3045.24,Finance,License renewal
09-06-2025,5:08:23,Marks Ltd,INV-175,3471,Finance,Travel expenses
24-05-2025,5:45:51,"Velazquez, Santos and Davenport",INV-189,5821.74,Operations,Equipment
11-05-2025,7:02:39,White Inc,INV-156,100000,IT,Utility bill
06-05-2025,6:10:15,Smith-Lyons,INV-175,3885.21,Operations,Maintenance
26-04-2025,8:05:21,"Velazquez, Santos and Davenport",INV-116,3953.71,HR,Office supplies
25-05-2025,14:44:26,"Velazquez, Santos and Davenport",INV-122,5295.31,Finance,Travel expenses
12-06-2025,12:15:07,"Moss, Hale and Cardenas",INV-195,3114.08,Operations,License renewal
19-06-2025,3:00:29,Lucas-Smith,INV-194,3832.76,Marketing,Training
17-06-2025,16:04:03,"Moss, Hale and Cardenas",INV-135,4467.99,Finance, 
07-04-2025,4:51:02,"Hunter, Garcia and Acevedo",INV-160,4470.37,IT,Office supplies
19-04-2025,10:56:41,"Salinas, Aguirre and Wilson",INV-179,2636.27,HR,Equipment
22-04-2025,10:41:21,"Moss, Hale and Cardenas",INV-151,4497.96,Marketing,Consulting fee
08-06-2025,7:14:01,White Inc,INV-168,2701.64,Marketing,Maintenance
15-05-2025,7:42:55,Lucas-Smith,INV-116,4260.88,Marketing,
27-04-2025,22:46:16,"Mendoza, Aguirre and Reed",INV-148,1302.97,IT,Training
11-06-2025,7:57:21,White Inc,INV-131,396.41,Operations,Maintenance
03-04-2025,14:47:56,Combs-Fitzpatrick,INV-130,3304.42,HR,Equipment
17-06-2025,13:36:50,Marks Ltd,INV-198,10000,Finance,Training
22-06-2025,2:07:11,"Friedman, Adkins and Lee",INV-181,2864.09,Operations,Equipment
20-05-2025,12:07:00,"Young, Murphy and Melton",INV-101,4519.89,Operations,Maintenance
19-06-2025,12:28:18,Hobbs Inc,INV-109,3449.86,Operations,Consulting fee
14-04-2025,13:50:48,Combs-Fitzpatrick,INV-157,2285.01,Operations,Training
23-06-2025,17:37:42,Smith-Lyons,INV-132,4116.57,Operations,Utility bill
15-05-2025,15:26:25,"Friedman, Adkins and Lee",INV-118,4255.86,IT,Travel expenses
20-06-2025,15:06:22,"Jefferson, Gallagher and Tucker",INV-121,3152.06,HR,Equipment
13-05-2025,6:36:38,White Inc,INV-190,3857.85,Finance,Maintenance
28-04-2025,15:59:47,Young Inc,INV-167,2991.78,Finance,Software purchase
23-06-2025,16:35:04,"Mendoza, Aguirre and Reed",INV-113,2659.12,Finance,Software purchase
09-04-2025,20:51:09,Combs-Fitzpatrick,INV-196,1650.82,HR,Software purchase
28-05-2025,12:02:54,"Friedman, Adkins and Lee",INV-123,2331.87,HR,
12-05-2025,20:40:11,"Jefferson, Gallagher and Tucker",INV-137,2726.34,Operations,Utility bill
06-04-2025,13:40:06,"Russo, Fitzgerald and Guzman",INV-166,3352.34,HR,
15-04-2025,20:07:18,"Mendoza, Aguirre and Reed",INV-138,2426.98,IT,Training
07-04-2025,11:58:04,"Moss, Hale and Cardenas",INV-109,3429.66,Marketing,Equipment
12-05-2025,13:57:23,"Young, Murphy and Melton",INV-127,2604.19,Finance,Utility bill
12-06-2025,14:46:42,"Young, Murphy and Melton",INV-100,5792.96,HR,Training
11-04-2025,22:01:13,"Mendoza, Aguirre and Reed",INV-151,1669.47,Marketing,Equipment
07-06-2025,2:15:01,"Salinas, Aguirre and Wilson",INV-191,2569.04,HR,Consulting fee
29-04-2025,20:12:12,"Salinas, Aguirre and Wilson",INV-122,2610.66,IT, 
06-06-2025,9:18:30,"Hunter, Garcia and Acevedo",INV-172,2501.22,Finance,Maintenance
18-05-2025,18:46:53,"Young, Murphy and Melton",INV-195,3661.98,Marketing,Consulting fee
09-05-2025,21:47:20,"Hunter, Garcia and Acevedo",INV-160,1260.38,Marketing,Equipment
24-05-2025,22:09:40,"Velazquez, Santos and Davenport",INV-185,1617.53,HR,Maintenance
06-04-2025,10:25:16,"Jefferson, Gallagher and Tucker",INV-167,2442.24,IT,
17-05-2025,7:59:23,Lucas-Smith,INV-193,2489.88,Operations,Utility bill
30-04-2025,9:08:21,Smith-Lyons,INV-150,2884.98,Operations,Office supplies
15-05-2025,19:13:42,White Inc,INV-161,3788.65,IT,Maintenance
17-06-2025,20:03:20,"Mendoza, Aguirre and Reed",INV-118,1810.53,Marketing,
03-06-2025,14:21:06,"Walters, Newton and Patterson",INV-146,5430.54,HR,Software purchase
23-05-2025,20:06:13,"Moss, Hale and Cardenas",INV-110,3536.05,Operations,License renewal
19-05-2025,2:10:41,"Moss, Hale and Cardenas",INV-186,5205.44,Marketing,Software purchase
16-04-2025,5:23:05,Dunn-Harris,INV-158,1713.8,Marketing,Utility bill
26-06-2025,11:20:11,"Walters, Newton and Patterson",INV-141,2752.64,Operations,Maintenance
24-05-2025,2:46:30,Dunn-Harris,INV-142,2222.6,HR,Equipment
21-05-2025,7:00:32,"Jefferson, Gallagher and Tucker",INV-147,3965.77,Finance,Maintenance
19-04-2025,2:52:39,"Velazquez, Santos and Davenport",INV-161,3522.88,Marketing,Consulting fee
27-05-2025,8:48:27,"Friedman, Adkins and Lee",INV-181,3124.51,Operations,Maintenance
20-05-2025,12:01:25,Smith-Lyons,INV-187,4719.42,Finance,Training
24-05-2025,0:38:37,"Moss, Hale and Cardenas",INV-200,4771.54,Operations,License renewal
23-04-2025,7:47:07,Murray Inc,INV-179,3428.81,Marketing,Equipment
13-06-2025,4:15:53,"Hunter, Garcia and Acevedo",INV-170,4001.99,HR,Equipment
18-04-2025,16:31:15,"Walters, Newton and Patterson",INV-103,1713.96,Marketing,License renewal
09-04-2025,13:28:18,Lucas-Smith,INV-186,2941.26,HR,Utility bill
27-05-2025,22:24:26,"Friedman, Adkins and Lee",INV-177,2259.5,IT,License renewal
13-05-2025,17:52:39,Dunn-Harris,INV-138,3892.67,IT,License renewal
27-04-2025,1:50:16,Combs-Fitzpatrick,INV-178,3381.99,Operations,Software purchase
04-05-2025,19:51:13,Gonzalez-Santiago,INV-110,2258.47,HR,Utility bill
28-05-2025,19:04:38,"Mendoza, Aguirre and Reed",INV-192,3892.01,Marketing,Utility bill
18-04-2025,2:36:51,"Velazquez, Santos and Davenport",INV-182,3331.33,IT,License renewal
06-04-2025,10:53:36,Hobbs Inc,INV-153,3722.47,HR,License renewal
20-04-2025,6:07:17,Smith-Lyons,INV-134,4255.96,IT, 
31-05-2025,8:31:40,"Walters, Newton and Patterson",INV-136,1271.65,Marketing,Office supplies
29-04-2025,3:45:07,Dunn-Harris,INV-175,1684.29,HR,Training
28-04-2025,12:56:39,"Moss, Hale and Cardenas",INV-176,10000,Operations,Travel expenses
29-04-2025,23:16:38,"Young, Murphy and Melton",INV-119,5457.01,Finance,Travel expenses
21-05-2025,4:34:46,Combs-Fitzpatrick,INV-165,2480.36,Finance,Equipment
23-04-2025,23:15:10,Combs-Fitzpatrick,INV-126,4158.82,Marketing,Office supplies
29-06-2025,8:48:42,Dunn-Harris,INV-189,2373.22,Finance,Office supplies
26-06-2025,0:00:37,Hobbs Inc,INV-156,10000,Finance,Software purchase
12-04-2025,22:35:42,"Walters, Newton and Patterson",INV-149,5006.14,Finance,Software purchase
20-06-2025,19:01:46,Murray Inc,INV-175,1316.34,Finance,Training
26-04-2025,4:31:26,Combs-Fitzpatrick,INV-172,4446.41,IT,Training
15-06-2025,1:40:23,Marks Ltd,INV-120,2337.65,Marketing,License renewal
04-05-2025,12:16:47,"Russo, Fitzgerald and Guzman",INV-171,2732.52,Operations,Consulting fee
19-04-2025,8:08:19,Smith-Lyons,INV-195,2212.8,IT,Equipment
27-04-2025,5:05:25,"Salinas, Aguirre and Wilson",INV-194,1164.58,Marketing,Training
03-05-2025,2:29:06,"Jefferson, Gallagher and Tucker",INV-137,5493.72,IT,Utility bill
10-04-2025,19:03:08,"Russo, Fitzgerald and Guzman",INV-189,861.57,IT,License renewal
21-05-2025,21:18:25,Murray Inc,INV-110,2647.54,Marketing,
03-04-2025,11:46:40,Combs-Fitzpatrick,INV-118,6163.21,Operations,
19-06-2025,21:33:21,Young Inc,INV-184,4111.08,Finance,License renewal
28-04-2025,17:12:05,Gonzalez-Santiago,INV-128,10000,HR,Software purchase
28-04-2025,18:56:14,Smith-Lyons,INV-143,4034.56,Operations,Office supplies
23-06-2025,12:48:56,"Russo, Fitzgerald and Guzman",INV-191,4455.41,Operations,Travel expenses
11-06-2025,18:08:11,"Mendoza, Aguirre and Reed",INV-184,1969.07,HR,
26-05-2025,22:11:13,"Friedman, Adkins and Lee",INV-145,1494.95,Finance, 
19-06-2025,9:50:01,Young Inc,INV-114,0,Finance,Software purchase
21-05-2025,5:13:55,White Inc,INV-152,2424.92,Finance,Software purchase
11-06-2025,12:41:47,"Hunter, Garcia and Acevedo",INV-189,2679.55,Marketing,Office supplies
08-04-2025,3:46:35,"Friedman, Adkins and Lee",INV-167,4311,Finance,Equipment
25-05-2025,23:26:31,"Walters, Newton and Patterson",INV-165,5297.39,HR,Maintenance
05-05-2025,22:05:19,Marks Ltd,INV-179,2841.68,HR,Software purchase
10-06-2025,17:15:48,"Young, Murphy and Melton",INV-103,3054.26,Operations,Maintenance
24-06-2025,1:18:59,White Inc,INV-100,1000,IT,
22-04-2025,19:34:57,"Russo, Fitzgerald and Guzman",INV-160,10000,Finance,License renewal
24-04-2025,12:43:44,Lucas-Smith,INV-161,2091.48,Finance,License renewal
14-04-2025,7:11:44,"Young, Murphy and Melton",INV-167,4146.9,Finance,Consulting fee
03-04-2025,15:33:47,White Inc,INV-115,4801.3,Finance,Software purchase
11-05-2025,23:03:10,"Hunter, Garcia and Acevedo",INV-126,4207.71,HR,Software purchase
08-04-2025,7:55:31,Marks Ltd,INV-157,2803.21,IT,
26-06-2025,3:00:27,"Jefferson, Gallagher and Tucker",INV-182,817.3,HR,Software purchase
18-06-2025,19:51:31,"Salinas, Aguirre and Wilson",INV-122,7006.89,Marketing,Maintenance
06-04-2025,1:16:28,"Russo, Fitzgerald and Guzman",INV-148,3272.55,Operations,Training
21-06-2025,13:00:09,Young Inc,INV-151,4668.77,HR,License renewal
10-04-2025,18:18:24,Combs-Fitzpatrick,INV-138,3616.11,IT,
14-06-2025,8:16:05,"Russo, Fitzgerald and Guzman",INV-180,1919.51,Operations,Maintenance
09-06-2025,3:41:52,Dunn-Harris,INV-138,3910.48,HR,Software purchase
23-05-2025,4:45:54,"Mendoza, Aguirre and Reed",INV-145,2817.41,IT,License renewal
31-05-2025,11:44:09,Murray Inc,INV-124,2104.95,Finance, 
12-05-2025,1:44:18,Lucas-Smith,INV-181,2054.31,Marketing,License renewal
17-05-2025,20:48:09,"Mendoza, Aguirre and Reed",INV-190,3580.98,Operations,
29-06-2025,19:25:29,Young Inc,INV-152,2521.53,IT,Equipment
11-05-2025,23:00:14,"Russo, Fitzgerald and Guzman",INV-103,5211.72,IT,Software purchase
03-05-2025,4:54:34,Young Inc,INV-116,2806.96,Finance,Software purchase
11-05-2025,20:40:45,"Velazquez, Santos and Davenport",INV-195,2501.77,Marketing,Consulting fee
31-05-2025,14:25:44,"Young, Murphy and Melton",INV-171,3968.73,Finance,
31-05-2025,18:00:18,White Inc,INV-125,2602.77,HR,Software purchase
16-06-2025,14:16:13,"Young, Murphy and Melton",INV-125,812.23,IT,Software purchase
04-04-2025,14:14:35,Murray Inc,INV-150,4660.42,Finance,Software purchase
10-04-2025,22:21:26,"Young, Murphy and Melton",INV-108,5074.37,Finance,Consulting fee
08-05-2025,6:06:17,"Jefferson, Gallagher and Tucker",INV-169,4745.62,IT,Utility bill
08-06-2025,10:22:12,"Mendoza, Aguirre and Reed",INV-145,4369.39,Finance,Equipment
12-04-2025,2:08:22,"Russo, Fitzgerald and Guzman",INV-195,3316.91,HR,Maintenance
12-04-2025,17:54:25,"Russo, Fitzgerald and Guzman",INV-145,3080.03,Finance,Travel expenses
28-06-2025,2:00:48,"Walters, Newton and Patterson",INV-126,4054.15,Operations,Software purchase
08-05-2025,8:53:57,Smith-Lyons,INV-194,2991.74,Marketing,License renewal
01-07-2025,20:44:17,"Mendoza, Aguirre and Reed",INV-196,75000,HR,License renewal
09-06-2025,16:03:42,Marks Ltd,INV-111,3911.67,Finance,Consulting fee
21-05-2025,10:30:04,"Jefferson, Gallagher and Tucker",INV-138,5438.23,IT,Maintenance
24-06-2025,15:49:02,"Young, Murphy and Melton",INV-187,3455.43,Marketing,Office supplies
17-05-2025,4:26:55,"Salinas, Aguirre and Wilson",INV-158,2874.32,HR,Office supplies
27-04-2025,17:55:02,"Mendoza, Aguirre and Reed",INV-171,3941.58,IT, 
07-05-2025,3:08:57,"Hunter, Garcia and Acevedo",INV-105,1649.15,Finance,Equipment
18-04-2025,23:16:43,"Young, Murphy and Melton",INV-157,100000,IT,
06-06-2025,20:21:20,Young Inc,INV-121,1476.69,Marketing,Training
19-05-2025,15:08:42,"Jefferson, Gallagher and Tucker",INV-130,4658.51,HR,License renewal
24-04-2025,12:02:38,Gonzalez-Santiago,INV-114,1243.56,Marketing,Utility bill
03-06-2025,9:52:06,"Friedman, Adkins and Lee",INV-177,5269.64,Finance,Office supplies
29-04-2025,1:47:35,"Jefferson, Gallagher and Tucker",INV-133,4971.44,Operations,Utility bill
15-06-2025,16:04:21,Smith-Lyons,INV-146,1313.87,Operations,Office supplies
09-05-2025,4:12:50,Young Inc,INV-103,4518.38,Finance,Software purchase
11-06-2025,6:05:09,White Inc,INV-119,3552.48,Marketing,Consulting fee
22-06-2025,16:42:34,"Walters, Newton and Patterson",INV-108,5580.93,Marketing,Office supplies
11-04-2025,13:27:17,"Russo, Fitzgerald and Guzman",INV-105,4136.67,HR,License renewal
05-05-2025,8:45:59,"Russo, Fitzgerald and Guzman",INV-118,1151.67,HR,Equipment
02-06-2025,21:19:31,White Inc,INV-108,3869.74,Marketing,License renewal
02-05-2025,0:52:07,Murray Inc,INV-132,5265.19,Operations,Utility bill
19-06-2025,7:43:27,Hobbs Inc,INV-110,3387.55,HR,Utility bill
09-05-2025,4:37:44,Lucas-Smith,INV-157,405.77,Operations,Training
08-05-2025,11:34:20,Gonzalez-Santiago,INV-177,4649.45,IT,Software purchase
03-05-2025,13:57:19,"Moss, Hale and Cardenas",INV-131,3170.07,Marketing,Training
14-06-2025,11:35:44,White Inc,INV-181,3076.19,Operations,Travel expenses
08-04-2025,19:15:19,Dunn-Harris,INV-166,4676.6,IT,License renewal
29-06-2025,20:01:51,"Jefferson, Gallagher and Tucker",INV-170,1919.28,HR,Maintenance
19-06-2025,3:15:59,White Inc,INV-124,1821.76,Finance,Consulting fee
11-06-2025,9:18:55,Gonzalez-Santiago,INV-184,1481.53,HR,Maintenance
17-04-2025,10:19:54,"Moss, Hale and Cardenas",INV-121,1128.05,IT,Maintenance
17-05-2025,7:56:29,"Hunter, Garcia and Acevedo",INV-120,3044.38,Marketing,Training
21-04-2025,17:42:23,Smith-Lyons,INV-126,3445.69,Finance,
25-05-2025,21:12:39,"Friedman, Adkins and Lee",INV-118,2098.67,IT,Maintenance
21-04-2025,8:48:21,"Salinas, Aguirre and Wilson",INV-193,1689.84,IT,Equipment
13-05-2025,16:00:37,"Salinas, Aguirre and Wilson",INV-102,503.65,Operations,Training
16-06-2025,14:34:06,"Walters, Newton and Patterson",INV-124,3601.63,Operations,Maintenance
30-05-2025,4:51:42,Young Inc,INV-131,1803.95,Operations,Training
01-05-2025,2:34:10,"Salinas, Aguirre and Wilson",INV-121,2453.81,Operations,Utility bill
04-04-2025,8:25:26,Combs-Fitzpatrick,INV-177,75000,Marketing,Maintenance
24-05-2025,23:43:52,Murray Inc,INV-112,3169.39,IT,Consulting fee
13-04-2025,13:16:13,"Velazquez, Santos and Davenport",INV-129,404.06,Marketing, 
23-05-2025,5:48:08,"Hunter, Garcia and Acevedo",INV-159,3492.1,Finance,Training
21-05-2025,7:38:36,"Moss, Hale and Cardenas",INV-155,2968.98,HR,Equipment
03-06-2025,19:41:25,"Salinas, Aguirre and Wilson",INV-114,870.47,Finance,Office supplies
03-06-2025,1:26:28,White Inc,INV-107,2720.31,HR,Travel expenses
06-06-2025,12:58:26,"Young, Murphy and Melton",INV-111,4271.47,HR,Software purchase
01-05-2025,19:17:13,"Friedman, Adkins and Lee",INV-196,1217.45,Marketing,Utility bill
16-04-2025,3:51:19,"Jefferson, Gallagher and Tucker",INV-145,2554.38,Finance,Office supplies
14-05-2025,10:40:55,"Hunter, Garcia and Acevedo",INV-131,1522.61,HR,Office supplies
23-04-2025,1:06:05,"Jefferson, Gallagher and Tucker",INV-193,6016.25,Marketing, 
18-04-2025,23:49:26,Hobbs Inc,INV-166,1784.87,Marketing,Software purchase
07-05-2025,0:17:33,"Walters, Newton and Patterson",INV-199,4000,Operations, 
02-06-2025,10:38:21,Marks Ltd,INV-182,944.76,Marketing,Training
21-05-2025,15:03:37,"Jefferson, Gallagher and Tucker",INV-123,3578.05,HR,Training
15-06-2025,12:28:47,Murray Inc,INV-142,4524.67,Marketing,License renewal
23-04-2025,19:44:30,Combs-Fitzpatrick,INV-133,2232.62,Marketing,License renewal
29-04-2025,5:17:57,Gonzalez-Santiago,INV-133,4003.51,Marketing,Software purchase
27-05-2025,17:42:50,Murray Inc,INV-158,2371.01,Operations,Software purchase
01-06-2025,8:40:40,"Friedman, Adkins and Lee",INV-143,4343.67,Finance,Office supplies
27-06-2025,2:54:07,Dunn-Harris,INV-152,3094.65,Operations,License renewal
15-04-2025,6:16:17,Gonzalez-Santiago,INV-152,4352.43,Marketing,Office supplies
12-06-2025,22:22:24,Smith-Lyons,INV-199,1678.49,HR,Maintenance
17-05-2025,6:55:54,Lucas-Smith,INV-159,1704.82,IT,Maintenance
16-06-2025,14:16:20,Hobbs Inc,INV-156,2380.91,HR,Utility bill
11-05-2025,12:43:11,"Velazquez, Santos and Davenport",INV-145,3007.66,Marketing,
06-04-2025,3:53:46,Smith-Lyons,INV-142,2309.04,HR,Maintenance
26-06-2025,23:22:24,"Velazquez, Santos and Davenport",INV-108,2991.15,Marketing,License renewal
03-06-2025,1:45:55,Marks Ltd,INV-130,3173.35,Finance,Maintenance
17-05-2025,2:47:01,Murray Inc,INV-137,4108.91,IT,Travel expenses
20-05-2025,8:55:07,White Inc,INV-154,5174.38,HR,Office supplies
14-06-2025,4:37:52,White Inc,INV-127,2925.84,IT,License renewal
05-06-2025,21:41:55,Hobbs Inc,INV-171,762.6,Marketing,Training
02-05-2025,13:41:39,"Velazquez, Santos and Davenport",INV-174,1680.16,Marketing,Training
06-04-2025,19:59:32,"Friedman, Adkins and Lee",INV-118,1501.63,Operations,Office supplies
02-05-2025,14:49:46,Marks Ltd,INV-115,1469.08,HR,Travel expenses
07-04-2025,8:50:41,"Moss, Hale and Cardenas",INV-180,1257.22,Operations,Travel expenses
13-05-2025,3:26:22,"Walters, Newton and Patterson",INV-127,1563.61,Finance,License renewal
11-04-2025,16:24:34,"Walters, Newton and Patterson",INV-120,4169.34,IT,
27-06-2025,14:52:52,"Hunter, Garcia and Acevedo",INV-142,2273.64,Operations,License renewal
18-05-2025,18:55:05,"Jefferson, Gallagher and Tucker",INV-122,1450.83,HR,Office supplies
09-05-2025,8:47:12,Murray Inc,INV-114,2991.96,Operations,Maintenance
28-06-2025,7:53:01,Murray Inc,INV-101,1873.65,Operations,License renewal
22-05-2025,1:24:29,Murray Inc,INV-124,75000,IT,Utility bill
26-06-2025,14:12:15,Lucas-Smith,INV-152,3152.79,Operations,Travel expenses
12-04-2025,16:24:13,Young Inc,INV-156,3161.97,IT,Consulting fee
20-04-2025,5:17:44,"Friedman, Adkins and Lee",INV-163,3937.16,HR,Training
18-06-2025,17:29:06,Hobbs Inc,INV-123,939.29,HR,Consulting fee
28-06-2025,2:46:45,"Velazquez, Santos and Davenport",INV-148,45.85,IT,Office supplies
01-06-2025,12:41:11,Hobbs Inc,INV-172,6281.83,Operations,Maintenance
17-06-2025,2:49:03,"Velazquez, Santos and Davenport",INV-198,2354.18,Marketing,License renewal
04-06-2025,0:51:05,Hobbs Inc,INV-102,10000,Finance,Utility bill
17-06-2025,16:12:52,"Jefferson, Gallagher and Tucker",INV-149,1686.24,HR,License renewal
20-04-2025,17:50:05,Hobbs Inc,INV-178,3799.04,Marketing,Travel expenses
19-06-2025,0:10:58,"Salinas, Aguirre and Wilson",INV-158,4101.72,IT,Travel expenses
14-06-2025,22:28:25,Smith-Lyons,INV-124,2201.98,IT, 
23-06-2025,5:33:24,"Friedman, Adkins and Lee",INV-100,10000,HR, 
02-06-2025,4:23:33,Murray Inc,INV-182,2061.06,IT,Training
02-06-2025,18:29:47,"Jefferson, Gallagher and Tucker",INV-130,3312.82,Finance,Training
13-04-2025,8:10:40,Combs-Fitzpatrick,INV-161,3411.48,IT,Maintenance
24-05-2025,3:03:26,Smith-Lyons,INV-170,3105.26,Finance,Travel expenses
02-05-2025,14:32:15,Combs-Fitzpatrick,INV-164,3852.47,Operations,License renewal
12-06-2025,19:14:04,"Walters, Newton and Patterson",INV-180,2487.71,IT,Maintenance
04-04-2025,14:50:03,White Inc,INV-148,3608.91,IT,Consulting fee
06-04-2025,1:40:47,"Friedman, Adkins and Lee",INV-109,3000,HR,Software purchase
07-05-2025,17:17:21,"Friedman, Adkins and Lee",INV-101,1207.49,IT,Utility bill
25-05-2025,2:46:19,"Jefferson, Gallagher and Tucker",INV-111,3774.47,Operations,Utility bill
03-04-2025,10:47:46,Dunn-Harris,INV-121,1205.65,IT,Utility bill
07-04-2025,18:45:48,Dunn-Harris,INV-194,5104.93,Marketing,Training
20-06-2025,3:56:17,Young Inc,INV-135,2241.63,Finance,Training
16-05-2025,10:03:03,White Inc,INV-106,4712.96,IT,Consulting fee
16-05-2025,8:53:51,Young Inc,INV-198,4148.73,Marketing,Maintenance
02-06-2025,9:01:10,"Hunter, Garcia and Acevedo",INV-110,4015.25,IT,Office supplies
09-06-2025,9:10:14,Murray Inc,INV-111,2188.25,IT,Consulting fee
26-04-2025,14:22:30,White Inc,INV-173,2509.67,Marketing,Equipment
09-05-2025,11:37:51,"Friedman, Adkins and Lee",INV-125,614.58,Finance, 
17-05-2025,2:40:34,"Moss, Hale and Cardenas",INV-182,209.91,HR,Travel expenses
01-05-2025,2:38:41,"Friedman, Adkins and Lee",INV-144,4067.52,HR,Office supplies
07-06-2025,8:12:11,"Moss, Hale and Cardenas",INV-193,4311.52,HR,Travel expenses
28-05-2025,19:27:33,Marks Ltd,INV-131,1725.07,HR,Utility bill
27-04-2025,12:42:14,"Hunter, Garcia and Acevedo",INV-178,3925.13,Finance,Consulting fee
04-04-2025,18:12:51,"Salinas, Aguirre and Wilson",INV-143,1897.5,Marketing,Office supplies
10-04-2025,18:42:13,"Mendoza, Aguirre and Reed",INV-117,2846.41,Operations,Software purchase
16-04-2025,9:34:54,"Hunter, Garcia and Acevedo",INV-117,5376.45,Operations,Training
04-06-2025,4:10:38,Dunn-Harris,INV-170,4813.62,Marketing, 
