Date,Time,Vendor Name,Invoice No,Amount,Department,Description,DayOfWeek,SecondsSinceMidnight,RollingVendorSpend,InvoiceDeviation,IF_Score,Anomaly_IF,Anomaly_LOF,LOF_Score,OCSVM_Score,Anomaly_OCSVM,FraudRiskScore
2025-06-24,08:10:28,"Mendoza, Aguirre and Reed",INV-117,3335.39,Marketing,,1,29428,94069.61,0.6252309047741507,-0.030891326431429333,1,1,1.0298458019398011,-1.7402285801545219,1,5.333336871915293
2025-07-01,20:44:17,"Mendoza, Aguirre and Reed",INV-196,75000.0,HR,License renewal,1,74657,164498.91,14.059020941497485,0.07211101252518354,-1,-1,1.866459483153021,-0.8293372746251286,1,31.828126551224184
2025-04-07,11:58:04,"Moss, Hale and Cardenas",INV-109,3429.66,Marketing,Equipment,0,43084,3429.66,0.5855703455927073,-0.020211550965434644,1,1,1.0398710514625842,-0.4466277706924835,1,24.151017934001946
2025-04-07,08:50:41,"Moss, Hale and Cardenas",INV-180,1257.22,Operations,Travel expenses,0,31841,4686.88,0.2146541493576808,-0.031199997269572177,1,1,1.0402904774744761,-0.3615164786935239,1,25.2182829935126
2025-04-12,08:28:24,"Moss, Hale and Cardenas",INV-177,2426.67,Marketing, ,5,30504,7113.55,0.4143226997834931,-0.02438799636794875,1,1,1.0200097478727925,-0.4775333879490802,1,23.364361803101268
2025-04-12,07:51:26,"Moss, Hale and Cardenas",INV-200,1990.37,IT,Maintenance,5,28286,9103.92,0.33983008483562704,-0.038081229804978745,1,1,1.0073761160332944,-0.5153660567104019,1,22.445752437632816
2025-04-13,16:42:24,"Moss, Hale and Cardenas",INV-115,2118.76,Finance,Training,6,60144,11222.68,0.36175102646559854,-0.05959044640952105,1,1,0.9827007665193893,-0.6117186376199122,1,20.40496520077738
2025-04-14,11:42:10,"Moss, Hale and Cardenas",INV-131,2810.9,HR,Maintenance,0,42130,14033.58,0.4799250317601573,-0.032842139881078924,1,1,0.9666873427646896,-0.9385184079749038,1,15.879680374728173
2025-04-17,10:19:54,"Moss, Hale and Cardenas",INV-121,1128.05,IT,Maintenance,3,37194,15161.630000000001,0.1926000327571402,-0.04427400599356274,1,1,0.9651974789590178,-0.9179601813809413,1,15.989016539196363
2025-04-22,22:36:47,"Moss, Hale and Cardenas",INV-126,3153.96,HR,Software purchase,1,81407,18315.59,0.538498115610753,-0.0256726330210314,1,1,1.1107198928318616,-0.07474676926119628,1,30.411649107073558
2025-04-22,10:41:21,"Moss, Hale and Cardenas",INV-151,4497.96,Marketing,Consulting fee,1,38481,22813.55,0.7679688341299644,-0.03113964316933554,1,1,1.0052056493061685,-1.2879961901282542,1,11.451868336901562
2025-04-28,12:56:39,"Moss, Hale and Cardenas",INV-176,10000.0,Operations,Travel expenses,0,46599,32813.55,1.7073714175536563,-0.029606598481508595,1,1,1.0455645395387578,-1.7021437882411803,1,6.122067494589057
2025-05-01,13:53:07,"Moss, Hale and Cardenas",INV-115,5570.69,HR,Maintenance,3,49987,38384.24,0.9511236882051977,-0.03693357064461317,1,1,0.9825456187679557,-1.7439361318151114,1,4.516519140349972
2025-05-02,03:06:25,"Moss, Hale and Cardenas",INV-175,3497.36,IT,,4,11185,41881.6,0.5971292500895455,-0.0449852654945454,1,1,1.0507091779522577,-0.952268435581562,1,16.71194252342348
2025-05-03,13:57:19,"Moss, Hale and Cardenas",INV-131,3170.07,Marketing,Training,5,50239,45051.67,0.541248690964432,-0.03488852020291511,1,1,0.993292163394147,-1.8100826987984746,1,3.7526049749673724
2025-05-06,04:19:16,"Moss, Hale and Cardenas",INV-127,2591.29,Finance,Training,1,15556,47642.96,0.4424294480592614,-0.05536174052764936,1,1,1.0113771668345586,-1.2265030462447122,1,12.073860793643448
2025-05-07,10:12:10,"Moss, Hale and Cardenas",INV-150,2385.39,Operations, ,2,36730,50028.35,0.4072746705718316,-0.04803331394135307,1,1,1.0104451961900427,-1.846597683428083,1,3.287186991946145
2025-05-09,07:43:47,"Moss, Hale and Cardenas",INV-100,1803.93,IT,Training,4,27827,51832.28,0.30799785212675673,-0.04921651095591323,1,1,1.0282285501689612,-1.6840334323346546,1,5.852388028216173
2025-05-11,10:08:15,"Moss, Hale and Cardenas",INV-164,1681.63,IT,Utility bill,6,36495,53513.909999999996,0.2871166996900755,-0.043848588715295456,1,1,1.000079085117287,-1.8599541848958552,1,3.007451695583928
2025-05-16,06:16:30,"Moss, Hale and Cardenas",INV-128,4769.23,Finance,License renewal,4,22590,58283.14,0.8142846985739424,-0.06668532378036873,1,1,0.9901611558171147,-1.6677365016991992,1,5.29057648352254
2025-05-17,02:40:34,"Moss, Hale and Cardenas",INV-182,209.91,HR,Travel expenses,5,9634,58493.049999999996,0.035839433425868795,-0.02180963081814602,1,1,0.9814084368044581,-0.9712042126386109,1,15.780428013052694
2025-05-19,02:10:41,"Moss, Hale and Cardenas",INV-186,5205.44,Marketing,Software purchase,0,7841,63698.49,0.8887619471790503,-0.012258225241574217,1,1,1.0003128829283217,-1.0467255015178374,1,15.106564774632055
2025-05-20,20:45:22,"Moss, Hale and Cardenas",INV-136,4612.16,IT,Office supplies,1,74722,68310.65,0.7874670157184271,-0.030109261675591692,1,1,1.0455840919918216,-1.3104373862070737,1,11.723438900422705
2025-05-21,07:38:36,"Moss, Hale and Cardenas",INV-155,2968.98,HR,Equipment,2,27516,71279.63,0.5069151591288454,-0.03478563481121527,1,1,1.021435426393885,-1.8001310180303136,1,4.29950551177413
2025-05-22,02:48:30,"Moss, Hale and Cardenas",INV-116,100000.0,Marketing,Equipment,3,10110,171279.63,17.073714175536562,0.07230137639071016,-1,1,1.1178702633272344,0.6634591940676273,-1,42.486100131347555
2025-05-23,20:06:13,"Moss, Hale and Cardenas",INV-110,3536.05,Operations,License renewal,4,72373,174815.68,0.6037350701040607,-0.03855968928585762,1,1,1.0372386481055857,-0.6851382371926782,1,20.435734244033338
2025-05-24,00:38:37,"Moss, Hale and Cardenas",INV-200,4771.54,Operations,License renewal,5,2317,179587.22,0.8146791013713973,-0.02547254352471323,1,1,1.0668246009001587,-0.14575470854263983,1,28.76937751314998
2025-05-25,02:08:28,"Moss, Hale and Cardenas",INV-124,4397.74,Finance,Utility bill,6,7708,183984.96,0.7508575577832416,-0.049358316685736925,1,1,1.0059442473103837,-0.45028312279520577,1,23.195621147019455
2025-05-27,18:00:30,"Moss, Hale and Cardenas",INV-181,2630.89,Operations,Travel expenses,1,64830,186615.85,0.44919063887277383,-0.04327253034006395,1,1,1.0600662648845094,-0.9664441479555634,1,16.667473685724023
2025-05-29,06:43:07,"Moss, Hale and Cardenas",INV-155,5046.11,IT,Utility bill,3,24187,191661.96,0.861558398383168,-0.041581027675560156,1,1,0.9878948564221701,-1.2135418720970925,1,12.120530047488213
2025-06-01,13:37:02,"Moss, Hale and Cardenas",INV-157,4025.34,Operations,Consulting fee,6,49022,195687.30000000002,0.6872750461935435,-0.046039447506704634,1,1,1.0083453348976277,-1.4405431563388618,1,9.099388236830434
2025-06-07,08:12:11,"Moss, Hale and Cardenas",INV-193,4311.52,HR,Travel expenses,5,29531,199998.82,0.736136601421094,-0.029417522152517417,1,1,1.0725633459702562,-1.3739224810680284,1,11.210667580961205
2025-06-08,12:40:45,"Moss, Hale and Cardenas",INV-111,3052.38,Finance,Maintenance,6,45645,199621.54,0.521154636751243,-0.061943541137540414,1,1,1.1273349362897496,-1.4392837056477568,1,10.593355696401396
2025-06-09,01:01:54,"Moss, Hale and Cardenas",INV-195,3901.06,IT,Maintenance,0,3714,202265.38,0.6660558342161866,-0.015898650694238625,1,1,1.0647713717201002,-0.3272585574820823,1,26.278359056777646
2025-06-12,16:33:24,"Moss, Hale and Cardenas",INV-126,3262.28,Operations,Equipment,3,59604,203100.99000000002,0.5569923628056942,-0.04820394352965163,1,1,1.1012327371490223,-1.2748209760752935,1,12.771061694448768
2025-06-12,12:15:07,"Moss, Hale and Cardenas",INV-195,3114.08,Operations,License renewal,3,44107,204224.69999999998,0.531689118397549,-0.048404046105127274,1,1,1.1336476296099538,-1.4887560111387437,1,10.169267251595558
2025-06-15,03:09:47,"Moss, Hale and Cardenas",INV-172,5481.03,Marketing,Software purchase,6,11387,207586.97,0.9358153960754116,-0.007715413492903833,1,1,1.0471716243950007,-0.8727006252793963,1,18.33412607827561
2025-06-15,19:34:18,"Moss, Hale and Cardenas",INV-169,2849.49,Marketing,Training,6,70458,207625.56000000003,0.4865137780604968,-0.017741905202414643,1,1,1.138212544407806,-0.9265140459899754,1,18.72357872470702
2025-06-17,16:04:03,"Moss, Hale and Cardenas",INV-135,4467.99,Finance, ,1,57843,210965.5,0.762851841991556,-0.06294709366860701,1,1,1.0890922782337131,-1.4628073353286233,1,9.694643384913917
2025-06-20,00:14:18,"Moss, Hale and Cardenas",INV-160,2859.26,HR,License renewal,4,858,210670.80000000002,0.48818187993544676,-0.010491065134089317,1,1,1.125274844107642,-0.17847988985882068,1,29.352196726218715
2025-06-24,01:40:49,"Moss, Hale and Cardenas",INV-106,3040.57,Marketing,Equipment,1,6049,209213.41,0.5191382311071121,-0.011227316970676027,1,1,1.0556379170756895,-0.4797811344877907,1,24.0307178306818
2025-06-26,04:22:40,"Moss, Hale and Cardenas",INV-200,4207.23,HR,Maintenance,3,15760,203420.64,0.7183304249074268,-0.02479754558617986,1,1,1.0183015461582772,-0.9619379954172302,1,16.39853822537379
2025-06-28,06:08:14,"Moss, Hale and Cardenas",INV-103,4177.6,Finance,Software purchase,5,22094,202027.55000000002,0.7132714833972155,-0.061533846574843065,1,1,1.006575753281909,-1.1839244755169318,1,12.526368692860812
2025-06-30,17:18:12,"Moss, Hale and Cardenas",INV-183,5580.38,HR,Utility bill,0,62292,204110.57,0.9527781311088073,-0.0285361236977289,1,1,1.1148460436310148,-1.3375284020111664,1,12.349748247754091
2025-04-04,14:14:35,Murray Inc,INV-150,4660.42,Finance,Software purchase,4,51275,4660.42,0.623017976492692,-0.050144585991394985,1,1,1.00222599649206,-0.49203138919562406,1,22.53339310067389
2025-04-08,20:28:18,Murray Inc,INV-100,2769.6,Operations,Equipment,1,73698,7430.02,0.3702478720145737,-0.014094561443651177,1,1,1.0761402851515531,0.00830134281423156,-1,31.271370859730162
2025-04-09,08:46:17,Murray Inc,INV-132,4184.84,Operations,License renewal,2,31577,11614.86,0.5594411123344414,-0.02665437214339683,1,1,0.9827845022512836,-0.7390373342544976,1,19.054833194418105
2025-04-15,23:14:49,Murray Inc,INV-195,4345.76,HR,Equipment,1,83689,15960.62,0.5809533478791356,-0.015721809048358848,1,1,1.1287496379951472,0.12140522392689945,-1,33.620685362478035
2025-04-15,14:27:53,Murray Inc,INV-132,1371.18,HR,Travel expenses,1,52073,17331.8,0.18330317632471954,-0.02063135948461986,1,1,1.0026743227318593,-0.9987388415024689,1,15.707544770379132
2025-04-16,10:51:28,Murray Inc,INV-161,1614.36,HR,Travel expenses,2,39088,18946.16,0.2158121586746993,-0.02515581089052582,1,1,0.9800889032164524,-1.095079745077058,1,13.940028230134786
2025-04-16,04:58:54,Murray Inc,INV-137,3367.62,Finance,License renewal,2,17934,22313.78,0.4501928577244796,-0.046669766858618456,1,1,0.9887977979412463,-0.7469269550035342,1,18.74139670968592
2025-04-20,18:05:44,Murray Inc,INV-134,2051.76,HR,Training,6,65144,24365.54,0.27428501367873404,-0.016885840670652408,1,1,1.051486807965085,-0.9728218830443751,1,16.83111645139563
2025-04-21,18:11:19,Murray Inc,INV-130,5655.41,Finance,Travel expenses,0,65479,30020.95,0.7560310217612436,-0.041028402465005165,1,1,1.011307476221429,-1.2042705351728635,1,12.596397522192124
2025-04-21,15:41:39,Murray Inc,INV-198,2726.02,IT,Travel expenses,0,56499,32746.97,0.36442197576154256,-0.021510301660103537,1,1,0.9977267242463534,-1.4543815126256092,1,9.100421664245467
2025-04-23,22:46:36,Murray Inc,INV-104,3608.45,IT,Utility bill,2,81996,36355.42,0.48238768550367866,-0.020566861160324135,1,1,1.0571690904145972,-0.5704093133715773,1,22.62134449518979
2025-04-23,07:47:07,Murray Inc,INV-179,3428.81,Marketing,Equipment,2,28027,39784.23,0.45837290801642494,-0.03248542601664406,1,1,1.0933382946217993,-1.550695805733728,1,8.933223135366944
2025-04-24,11:46:37,Murray Inc,INV-136,4260.77,Finance,Travel expenses,3,42397,44045.0,0.5695916470405602,-0.05459520311236821,1,1,1.0125752400976327,-1.8500182247394257,1,3.1747598062280398
2025-04-27,22:43:04,Murray Inc,INV-179,3100.9,Operations,Maintenance,6,81784,47145.9,0.4145369823548497,-0.010866741178370054,1,1,1.046760621627437,-0.7561513920240692,1,19.95182528145614
2025-04-29,04:08:21,Murray Inc,INV-123,1483.15,Finance, ,1,14901,48629.05,0.19827163900144967,-0.045979629705794944,1,1,1.0000278585828961,-1.1794467120244363,1,12.719428189943075
2025-04-29,05:08:08,Murray Inc,INV-180,2000.0,IT,Software purchase,1,18488,50629.05,0.26736559215379385,-0.02639857575954907,1,1,0.9938239160371098,-1.3703804499922043,1,10.177246696394613
2025-05-02,00:52:07,Murray Inc,INV-132,5265.19,Operations,Utility bill,4,3127,55894.24,0.7038653210761169,-0.0029188653249583862,1,1,1.0278883020168048,-0.723413007810251,1,20.264148154458628
2025-05-03,06:44:17,Murray Inc,INV-126,4496.74,Finance,Travel expenses,5,24257,60390.98,0.6011367764308254,-0.05478870561808463,1,1,1.0103279894088022,-1.7279148011475627,1,4.888039856845174
2025-05-04,21:13:59,Murray Inc,INV-173,4000.0,HR,Utility bill,6,76439,64390.98,0.5347311843075877,-0.01400640104271822,1,1,1.050275024261357,-1.2014842036943847,1,13.581101811241258
2025-05-09,08:47:12,Murray Inc,INV-114,2991.96,Operations,Maintenance,4,31632,67382.94,0.3999735785502325,-0.035254617252975295,1,1,0.9980374829653631,-1.8942583006446156,1,2.610113800777086
2025-05-11,06:10:13,Murray Inc,INV-102,3787.25,Operations,Maintenance,6,22213,71170.19,0.5062901694422278,-0.028344002235925536,1,1,1.011369513951994,-1.6664900761648305,1,6.161029682268586
2025-05-11,17:45:51,Murray Inc,INV-173,3103.3,IT, ,6,63951,74273.49,0.41485782106543423,-0.024723367362445403,1,1,1.0395062058468585,-1.6899857173149044,1,6.279317040450183
2025-05-13,21:30:58,Murray Inc,INV-140,6454.54,HR,Travel expenses,1,77458,80728.03,0.8628609545901743,-0.01318457690454572,1,1,1.149130074253404,-1.2036610204033984,1,14.97706684159816
2025-05-14,16:52:05,Murray Inc,INV-142,100000.0,HR,License renewal,2,60725,180728.03,13.368279607689692,0.07467754445224012,-1,1,1.0869587852474036,0.00037560348086174145,-1,32.58379007005552
2025-05-14,13:51:07,Murray Inc,INV-149,2434.83,IT,Utility bill,2,49867,183162.86,0.32549488237191093,-0.02790359600581377,1,1,0.9881833672776649,-1.2662470696055905,1,11.565877602258535
2025-05-17,12:42:10,Murray Inc,INV-144,4686.58,HR,License renewal,5,45730,187849.44,0.6265151184380636,-0.029177866906301475,1,1,0.9753437954681845,-1.4463289132278376,1,8.785465012399186
2025-05-17,02:47:01,Murray Inc,INV-137,4108.91,IT,Travel expenses,5,10021,191958.35,0.5492905776283226,-0.024896996934695104,1,1,0.9858747947752228,-0.5999582196149831,1,21.115516648740034
2025-05-21,07:00:36,Murray Inc,INV-167,2574.3,Marketing,Office supplies,2,25236,194532.65,0.34413962194075576,-0.031521492105304305,1,1,1.0054054064128668,-1.1259669049524597,1,13.769128738063339
2025-05-21,21:18:25,Murray Inc,INV-110,2647.54,Marketing,,2,76705,197180.19,0.35393054992542766,-0.023253493899207778,1,1,1.151761478604881,-0.5365832140828175,1,24.421520588019483
2025-05-22,01:24:29,Murray Inc,INV-124,75000.0,IT,Utility bill,3,5069,272180.19,10.026209705767268,0.06165390014653832,-1,-1,2.0116185216788933,-0.862944028256937,1,33.27556493538588
2025-05-22,03:35:37,Murray Inc,INV-134,4639.34,HR,Consulting fee,3,12937,272159.11000000004,0.620199943151391,-0.004783282381012555,1,1,1.185045813519586,-1.4612374304491382,1,11.923708315222706
2025-05-23,13:54:21,Murray Inc,INV-191,75000.0,Finance,Consulting fee,4,50061,344389.51,10.026209705767268,0.043260444433424694,-1,-1,2.3211030369277097,0.768705721069864,-1,60.80456340578496
2025-05-24,23:43:52,Murray Inc,INV-112,3169.39,IT,Consulting fee,5,85432,343374.06,0.4236929170581563,-0.003886389270011059,1,-1,1.2159413040450993,0.9992929303495757,-1,47.60774263906312
2025-05-27,17:42:50,Murray Inc,INV-158,2371.01,Operations,Software purchase,1,63770,341399.31,0.3169632463262834,-0.007861807931357045,1,1,1.0418314659272374,-0.0613371898104873,1,29.872334122303656
2025-05-29,11:10:59,Murray Inc,INV-134,1723.45,Operations,Office supplies,3,40259,341751.58,0.230395614898728,-0.01109169734134613,1,1,0.9466076968052295,-0.33874189605078087,1,24.490951306060012
2025-05-30,15:38:20,Murray Inc,INV-118,2392.76,Operations,Office supplies,4,56300,342529.98000000004,0.3198708471409559,-0.010502215444124718,1,1,1.0006072150855507,-0.19150818312470363,1,27.38056447425831
2025-05-30,01:40:05,Murray Inc,INV-198,4715.5,Operations,Training,4,6005,343877.86,0.6303812249006074,0.010636308853976484,-1,1,1.0862366989926835,0.6476577275012794,-1,40.92405056691001
2025-05-31,11:44:09,Murray Inc,INV-124,2104.95,Finance, ,5,42249,343931.05000000005,0.28139560160206417,-0.03052354354385234,1,1,0.9487913543891056,-0.2382733473156371,1,25.682465604707943
2025-06-02,04:23:33,Murray Inc,INV-182,2061.06,IT,Training,0,15813,340336.7,0.27552826368224914,0.0015773913307602916,-1,1,1.0169315350906127,0.10562942727696267,-1,32.04153200447152
2025-06-05,23:35:33,Murray Inc,INV-113,3896.02,HR,,3,84933,341506.7,0.520830847171512,0.0005438022339572246,-1,1,1.1975405949775442,0.8489027732606225,-1,45.25449526414505
2025-06-07,22:23:13,Murray Inc,INV-146,2185.54,Operations,License renewal,5,80593,340083.79000000004,0.2921690981379013,0.0008086287505322809,-1,1,1.1376553498362703,0.592864163338632,-1,40.7350213579505
2025-06-09,09:10:14,Murray Inc,INV-111,2188.25,IT,Consulting fee,0,33014,338843.23000000004,0.29253137851526967,-0.007598017728787931,1,1,0.9679372928624952,-0.4430247567963761,1,23.35328221102294
2025-06-10,10:28:36,Murray Inc,INV-173,2685.7,HR,Utility bill,1,37716,337268.16,0.35903188542372205,-0.016279425436371286,1,1,0.9507401490502438,-0.5946096947305648,1,20.81243421569605
2025-06-13,00:01:11,Murray Inc,INV-199,5479.84,IT,Consulting fee,4,71,339647.1,0.7325603332540228,0.013381368717778508,-1,1,1.121196885117891,0.7385623437369269,-1,42.765432766810044
2025-06-15,12:28:47,Murray Inc,INV-142,4524.67,Marketing,License renewal,6,44927,342688.62,0.6048705369252532,0.005401056164302753,-1,1,0.962636994189209,-0.3927477048648669,1,24.18335584841187
2025-06-16,20:21:05,Murray Inc,INV-126,2909.25,Finance,Utility bill,0,73265,343597.87,0.38891667448671235,-0.023657148589608323,1,1,1.0904513288677684,0.3914174120277174,-1,36.82465286623191
2025-06-19,07:12:59,Murray Inc,INV-118,2609.73,IT,License renewal,3,25979,340942.41000000003,0.3488760034057602,-0.012773199495718146,1,1,0.9806317949154076,-0.21066176362412037,1,26.787816813830062
2025-06-20,11:43:45,Murray Inc,INV-200,2249.48,HR, ,4,42225,338695.15,0.3007167761190581,-0.018433411024189217,1,1,0.9469930971778051,-0.5245568115808901,1,21.730933502608288
2025-06-20,19:01:46,Murray Inc,INV-175,1316.34,Finance,Training,4,68506,336011.49,0.17597201178786248,-0.034234898401349856,1,1,1.0455351348174966,-0.1276808893438357,1,28.59788149526592
2025-06-21,08:41:22,Murray Inc,INV-175,2314.98,Finance,License renewal,5,31282,335334.51,0.3094729992620948,-0.04167952122882779,1,1,0.9752650390022717,-0.5941592488634804,1,20.806352680107594
2025-06-27,03:37:03,Murray Inc,INV-133,3225.41,HR,Maintenance,4,13023,334772.67,0.4311818272943841,-0.005253670458219284,1,1,1.0173963075686054,-0.09355528846058903,1,29.098538712038174
2025-06-27,13:08:58,Murray Inc,INV-163,209.8,Finance,Equipment,4,47338,331879.17,0.028046650616932976,-0.035328551197974845,1,1,0.977931499777014,-0.7511775717093165,1,18.687337828072565
2025-06-27,09:29:32,Murray Inc,INV-185,4734.18,Finance,Equipment,4,34172,330158.81,0.632878419531324,-0.03627996331793898,1,1,0.9612086521307202,-0.9696313730366164,1,15.306555039929382
2025-06-28,07:53:01,Murray Inc,INV-101,1873.65,Operations,License renewal,5,28381,232032.46,0.25047477086947795,-0.03316269826490098,1,1,1.062069367044277,-1.5577785505070523,1,8.374423035417099
2025-06-29,07:24:52,Murray Inc,INV-125,3283.33,Operations,License renewal,6,26692,232880.96000000002,0.43892473484315797,-0.030304641344681915,1,1,1.063758008516282,-1.6067767744812507,1,7.737984689638699
2025-06-29,01:53:53,Murray Inc,INV-140,2858.25,HR,,6,6833,231052.63,0.3820988518867906,-0.0033696752176066713,1,1,1.1173773417309287,-0.7536875153602267,1,21.10550254454104
2025-04-04,21:38:17,"Russo, Fitzgerald and Guzman",INV-117,1488.11,HR, ,4,77897,1488.11,0.2946065701220777,-0.030607502878949366,1,1,1.175257727857662,0.5145675868210589,-1,39.70257582052845
2025-04-04,09:38:50,"Russo, Fitzgerald and Guzman",INV-109,3813.32,HR,Software purchase,4,34730,5301.43,0.754936883683277,-0.03577630544558513,1,1,1.008144605019202,-0.4832900920042924,1,22.94900652687494
2025-04-06,13:40:06,"Russo, Fitzgerald and Guzman",INV-166,3352.34,HR,,6,49206,8653.77,0.6636749899423067,-0.029820150953581148,1,1,0.9812146403114106,-0.689140958334896,1,19.701425706354218
2025-04-06,01:16:28,"Russo, Fitzgerald and Guzman",INV-148,3272.55,Operations,Training,6,4588,11926.32,0.6478786723111903,-0.027973146107755253,1,1,1.079589386835472,0.30257757007866104,-1,35.33536978938907
2025-04-08,10:27:27,"Russo, Fitzgerald and Guzman",INV-132,2697.06,Operations,Consulting fee,1,37647,14623.380000000001,0.5339468157686266,-0.04057851745318947,1,1,0.9650376293523729,-0.9320783309813194,1,15.837500578952335
2025-04-09,15:28:46,"Russo, Fitzgerald and Guzman",INV-171,638.6,IT,Consulting fee,2,55726,15261.98,0.1264259736712735,-0.03115524713239154,1,1,0.9871215619684414,-0.8455722594022355,1,17.52716526940969
2025-04-10,23:10:32,"Russo, Fitzgerald and Guzman",INV-139,3989.22,HR,Consulting fee,3,83432,19251.2,0.7897604489334759,-0.03097811581453197,1,1,1.1273241612018012,-0.009549408114185809,1,31.506888931617098
2025-04-10,19:03:08,"Russo, Fitzgerald and Guzman",INV-189,861.57,IT,License renewal,3,68588,20112.77,0.1705681586845586,-0.02763645594294395,1,1,1.0582467334107497,-0.6827506222648019,1,20.9270983767149
2025-04-11,13:27:17,"Russo, Fitzgerald and Guzman",INV-105,4136.67,HR,License renewal,4,48437,24249.44,0.8189516638063686,-0.039303815030322264,1,1,1.0161815796476894,-1.3403429794754693,1,10.74264648927938
2025-04-12,02:08:22,"Russo, Fitzgerald and Guzman",INV-195,3316.91,HR,Maintenance,5,7702,27566.35,0.656660783479461,-0.027001121970235575,1,1,1.0389635473490282,-0.4304004456642119,1,24.27315048335013
2025-04-12,17:54:25,"Russo, Fitzgerald and Guzman",INV-145,3080.03,Finance,Travel expenses,5,64465,30646.38,0.6097647849776583,-0.06507371659949951,1,1,0.9913197297575914,-1.2030535364779382,1,11.98337506112276
2025-04-21,05:49:44,"Russo, Fitzgerald and Guzman",INV-145,5849.67,Marketing,Utility bill,0,20984,36496.05,1.1580805283520803,-0.031669741275407226,1,1,1.0361249786607771,-1.3162102146939105,1,11.483012036130189
2025-04-22,18:48:08,"Russo, Fitzgerald and Guzman",INV-113,5000.0,Finance,,1,67688,41496.05,0.9898682561170804,-0.06415485685734751,1,1,0.9918654553978359,-1.3801003168157244,1,9.469462653336604
2025-04-22,21:43:27,"Russo, Fitzgerald and Guzman",INV-104,2592.39,Finance,Training,1,78207,44088.44,0.5132249136950716,-0.06185311335625965,1,1,1.0338889065396204,-0.8959657884666612,1,17.035727871641885
2025-04-22,19:34:57,"Russo, Fitzgerald and Guzman",INV-160,10000.0,Finance,License renewal,1,70497,54088.44,1.9797365122341608,-0.05280917251320666,1,1,1.038277461852302,-1.5481493590779252,1,7.890357226466435
2025-04-29,18:53:28,"Russo, Fitzgerald and Guzman",INV-121,2514.13,IT, ,1,68008,56602.57,0.4977314957503271,-0.03714722625144551,1,1,0.9963653035033128,-1.4943368981500953,1,8.284981973949987
2025-04-30,16:47:26,"Russo, Fitzgerald and Guzman",INV-197,594.24,Marketing,Maintenance,2,60446,57196.81,0.11764386250300278,-0.04260362704632936,1,1,0.9919355146035386,-1.6810030679594483,1,5.470827523595161
2025-05-02,10:13:22,"Russo, Fitzgerald and Guzman",INV-121,2530.49,IT,Training,4,36802,59727.299999999996,0.5009703446843421,-0.04558759371133608,1,1,1.0137279666530268,-1.9351053693287774,1,2.1019891078893673
2025-05-04,03:26:33,"Russo, Fitzgerald and Guzman",INV-103,2559.59,Finance,Travel expenses,6,12393,62286.89,0.5067313779349436,-0.06042498599374979,1,1,0.971251020572585,-1.2035446932898495,1,11.755566081448114
2025-05-04,12:16:47,"Russo, Fitzgerald and Guzman",INV-171,2732.52,Operations,Consulting fee,6,44207,65019.409999999996,0.540966961441009,-0.04657684590223571,1,1,1.0133886370376506,-2.002306482774056,1,1.120809602538851
2025-05-05,08:45:59,"Russo, Fitzgerald and Guzman",INV-118,1151.67,HR,Equipment,0,31559,66171.08,0.22800031490447162,-0.04105949077635901,1,1,1.0008804979216508,-1.8297527440290757,1,3.4912707209553333
2025-05-08,15:37:19,"Russo, Fitzgerald and Guzman",INV-194,1037.34,Operations, ,3,56239,67208.42,0.20536598736009842,-0.044365355686116936,1,1,1.012898191757089,-1.8258470690752766,1,3.6719228626259164
2025-05-08,17:34:21,"Russo, Fitzgerald and Guzman",INV-165,262.58,Operations,Maintenance,3,63261,67471.0,0.051983921338244594,-0.03982463965966926,1,1,0.9995894306341816,-1.6210200200437086,1,6.47901365435391
2025-05-09,10:30:07,"Russo, Fitzgerald and Guzman",INV-127,2899.19,Finance,Utility bill,4,37807,70370.19,0.5739632298904157,-0.07418224779791105,1,1,1.0052124702621863,-1.9830345097586886,1,0.8844321191777251
2025-05-11,23:00:14,"Russo, Fitzgerald and Guzman",INV-103,5211.72,IT,Software purchase,6,82814,75581.91,1.031783237554102,-0.022567854789245723,1,1,1.142683968293025,-0.8845419648325574,1,19.319441471887394
2025-05-14,17:15:09,"Russo, Fitzgerald and Guzman",INV-162,1326.83,HR,Software purchase,2,62109,76908.74,0.26267737965276516,-0.047322017407671835,1,1,1.0320557928783052,-1.6746519057214257,1,6.068630227139833
2025-05-18,04:48:49,"Russo, Fitzgerald and Guzman",INV-144,1703.14,IT,Maintenance,6,17329,78611.88,0.3371768443446489,-0.027250357869301134,1,1,1.0002889568322468,-1.392402473700038,1,9.942312863856174
2025-05-18,05:57:46,"Russo, Fitzgerald and Guzman",INV-127,3385.67,HR,Travel expenses,6,21466,81997.55,0.6702734517375831,-0.03470414180112896,1,1,0.9805904557007026,-1.5958341389664312,1,6.640908334099498
2025-05-25,09:54:49,"Russo, Fitzgerald and Guzman",INV-177,3000.0,Operations,Software purchase,6,35689,84997.55,0.5939209536702482,-0.04776082683079241,1,1,1.0109029011765533,-1.9089231612821784,1,2.4052914605395674
2025-06-01,04:04:40,"Russo, Fitzgerald and Guzman",INV-105,1953.43,Operations,Training,6,14680,86950.98,0.3867276695093577,-0.035873878853457,1,1,0.9909134034784053,-1.2398238484348205,1,11.869166569017937
